ts_code  ,trade_date,open ,high ,low  ,close,pre_close,change,pct_chg,vol       ,amount      ,K   ,r_1y   ,expiry_t             ,sigma_1y           ,d1                   ,d2                   ,call              ,put                ,close_day_before,return                 ,K   ,r_1y   ,expiry_t             ,sigma_1y          ,d1                   ,d2                   ,call              ,put
000651.SZ,2020-01-21,67.8 ,67.8 ,66.3 ,66.5 ,68.35    ,-1.85 ,-2.7067,370208.61 ,2472027.904 ,60.0,0.03086,0.947945205479452    ,0.35946161665591414,0.6308742882392349   ,0.28089355205033395  ,14.72138434703733 ,4.641593654769551  ,67.91           ,0.006479163598880839   ,60.0,0.03086,0.947945205479452    ,0.3600671599184246,0.6304023910178606   ,0.2798320829053167   ,14.734561602122433,4.654770909854655
000651.SZ,2020-01-22,66.15,67.1 ,64.8 ,66.64,66.5     ,0.14  ,0.2105 ,392412.38 ,2582805.713 ,60.0,0.03086,0.9452054794520548   ,0.35946161665591414,0.5525227611952166   ,0.20304814347240374  ,13.369495925334327,5.144632067804146  ,68.35           ,-0.027066569129480533  ,60.0,0.03086,0.9452054794520548   ,0.3600671599184246,0.5521817798411754   ,0.20211844279375374  ,13.382904725987984,5.158040868457803
000651.SZ,2020-01-23,65.93,66.0 ,63.52,63.94,66.64    ,-2.7  ,-4.0516,531576.5  ,3427455.373 ,60.0,0.03086,0.9424657534246575   ,0.35946161665591414,0.5586022515457437   ,0.20963448632711018  ,13.454598010923903,5.094661404702691  ,66.5            ,0.0021052631578947455  ,60.0,0.03086,0.9424657534246575   ,0.3600671599184246,0.5582501928858514   ,0.208694562178192    ,13.467970366001978,5.108033759780767
000651.SZ,2020-02-03,58.0 ,62.0 ,57.55,58.77,63.94    ,-5.17 ,-8.0857,1097909.3 ,6500814.901 ,60.0,0.03086,0.9123287671232877   ,0.35946161665591414,0.4389116837022341   ,0.09556867564370397  ,11.428764729408925,5.823055391371881  ,66.64           ,-0.04051620648259308   ,60.0,0.03086,0.9123287671232877   ,0.3600671599184246,0.4387514473520543   ,0.09483004918001464  ,11.442164175804354,5.8364548377673096
000651.SZ,2020-02-04,59.97,62.2 ,59.64,61.57,58.77    ,2.8   ,4.7643 ,659832.47 ,4043015.745 ,60.0,0.03086,0.9095890410958904   ,0.35946161665591414,0.1928729817983011   ,-0.14995410860130698 ,8.186569846758736 ,7.755792761635163  ,63.94           ,-0.08085705348764459   ,60.0,0.03086,0.9095890410958904   ,0.3600671599184246,0.19312565287540578  ,-0.1502789585311149  ,8.199860461889987 ,7.769083376766414
000651.SZ,2020-02-05,62.0 ,63.5 ,61.6 ,62.85,61.57    ,1.28  ,2.0789 ,562788.81 ,3529336.92  ,60.0,0.03086,0.9068493150684932   ,0.35946161665591414,0.32836791248750097  ,-0.013942482681915669,9.860463893854437 ,6.6346194786738195 ,58.77           ,0.0476433554534626     ,60.0,0.03086,0.9068493150684932   ,0.3600671599184246,0.3283918451613182   ,-0.014495200598530045,9.87388462751489  ,6.648040212334273
000651.SZ,2020-02-06,63.5 ,63.71,61.7 ,63.24,62.85    ,0.39  ,0.6205 ,494924.78 ,3103407.42  ,60.0,0.03086,0.9041095890410958   ,0.35946161665591414,0.3883005969430387   ,0.0465076781014932   ,10.665080128492875,6.164168800319949  ,61.57           ,0.020789345460451535   ,60.0,0.03086,0.9041095890410958   ,0.3600671599184246,0.3882228667728349   ,0.045854169073163364 ,10.678468777197477,6.177557449024551
000651.SZ,2020-02-07,62.4 ,62.8 ,61.78,62.38,63.24    ,-0.86 ,-1.3599,475444.1  ,2956033.59  ,60.0,0.03086,0.9013698630136986   ,0.35946161665591414,0.40625026484443316  ,0.06497560698158444  ,10.90568093380016 ,6.01970310973493   ,62.85           ,0.0062052505966587205  ,60.0,0.03086,0.9013698630136986   ,0.3600671599184246,0.40614147548448143  ,0.0642919118176224   ,10.919036749336485,6.033058925271256
000651.SZ,2020-02-10,62.0 ,62.3 ,61.27,62.1 ,62.38    ,-0.28 ,-0.4489,338489.05 ,2094108.329 ,60.0,0.03086,0.8931506849315068   ,0.35946161665591414,0.3655002467569464   ,0.025785115673640224 ,10.302548159765074,6.291373350975611  ,63.24           ,-0.01359898798228968   ,60.0,0.03086,0.8931506849315068   ,0.3600671599184246,0.3654573638310716   ,0.025169954097504776 ,10.315869797060913,6.30469498827145
000651.SZ,2020-02-11,62.76,64.45,62.51,63.92,62.1     ,1.82  ,2.9308 ,447176.25 ,2846021.212 ,60.0,0.03086,0.8904109589041096   ,0.35946161665591414,0.3520280359796602   ,0.012834340554569723 ,10.108669761513578,6.382430125584516  ,62.38           ,-0.004488618146841954  ,60.0,0.03086,0.8904109589041096   ,0.3600671599184246,0.3520069322925922   ,0.01224183661937095  ,10.121975347905565,6.395735711976503
000651.SZ,2020-02-12,63.89,64.39,62.78,63.82,63.92    ,-0.1  ,-0.1564,349949.37 ,2226659.367 ,60.0,0.03086,0.8876712328767123   ,0.35946161665591414,0.4370916069898706   ,0.09842015005068572  ,11.283213016687537,5.741908970895235  ,62.1            ,0.029307568438003223   ,60.0,0.03086,0.8876712328767123   ,0.3600671599184246,0.43692656855273176  ,0.09768459111997657  ,11.29643656446645 ,5.755132518674149
000651.SZ,2020-02-13,63.73,64.38,62.56,62.9 ,63.82    ,-0.92 ,-1.4416,386067.06 ,2438184.137 ,60.0,0.03086,0.8849315068493151   ,0.35946161665591414,0.4323640567837178   ,0.09421564487780437  ,11.20161788067647 ,5.765249842332576  ,63.92           ,-0.0015644555694618494 ,60.0,0.03086,0.8849315068493151   ,0.3600671599184246,0.43220608853594056  ,0.09348803724971394  ,11.214827445354047,5.778459407010153
000651.SZ,2020-02-14,62.6 ,63.42,62.31,62.73,62.9     ,-0.17 ,-0.2703,300184.93 ,1882517.397 ,60.0,0.03086,0.8821917808219178   ,0.35946161665591414,0.3892525229052911   ,0.05162796632850353  ,10.580184936102064,6.068753322553505  ,63.82           ,-0.014415543716703255  ,60.0,0.03086,0.8821917808219178   ,0.3600671599184246,0.389166175781273    ,0.0509728623024408   ,10.593415949035634,6.081984335487075
000651.SZ,2020-02-17,61.5 ,63.23,61.41,63.12,62.73    ,0.39  ,0.6217 ,514073.93 ,3216065.683 ,60.0,0.03086,0.873972602739726    ,0.35946161665591414,0.38069013802061774  ,0.0446420471300194   ,10.425332527103258,6.098712692375187  ,62.9            ,-0.0027027027027027297 ,60.0,0.03086,0.873972602739726    ,0.3600671599184246,0.38061553723924524  ,0.04400134513536186  ,10.438509497260398,6.111889662532327
000651.SZ,2020-02-18,63.0 ,63.02,61.9 ,62.16,63.12    ,-0.96 ,-1.5209,499014.64 ,3103673.019 ,60.0,0.03086,0.8712328767123287   ,0.35946161665591414,0.3989810902572293   ,0.06346013395137196  ,10.664644182464762,5.95296244227265   ,62.73           ,0.006217120994739369   ,60.0,0.03086,0.8712328767123287   ,0.3600671599184246,0.398874841395114    ,0.06278867187842152  ,10.677788311145822,5.966106570953709
000651.SZ,2020-02-19,62.0 ,62.3 ,61.11,61.67,62.16    ,-0.49 ,-0.7883,399451.9  ,2468375.708 ,60.0,0.03086,0.8684931506849315   ,0.35946161665591414,0.35307901249364837  ,0.018086020254141744 ,10.029098955984711,6.282355727851954  ,63.12           ,-0.015209125475285185  ,60.0,0.03086,0.8684931506849315   ,0.3600671599184246,0.35304907083922993  ,0.017491754788669434 ,10.042247605249141,6.295504377116384
000651.SZ,2020-02-20,61.9 ,63.5 ,61.73,63.5 ,61.67    ,1.83  ,2.9674 ,586762.48 ,3682160.207 ,60.0,0.03086,0.8657534246575342   ,0.35946161665591414,0.3291931632128349   ,-0.005271031550609484,9.703876747096547 ,6.452072448581834  ,62.16           ,-0.0078828828828828    ,60.0,0.03086,0.8657534246575342   ,0.3600671599184246,0.32920250155175323  ,-0.005825126219015209,9.717007626138837 ,6.465203327624124
000651.SZ,2020-02-21,63.33,63.33,62.2 ,62.64,63.5     ,-0.86 ,-1.3543,543469.91 ,3402734.451 ,60.0,0.03086,0.863013698630137    ,0.35946161665591414,0.41650104021638246  ,0.08256648029791513  ,10.870073785807744,5.793208834505098  ,61.67           ,0.029674071671801496   ,60.0,0.03086,0.863013698630137    ,0.3600671599184246,0.41636265699234354  ,0.08186555628090031  ,10.883140943711616,5.80627599240897
000651.SZ,2020-02-24,62.12,62.3 ,61.32,61.57,62.64    ,-1.07 ,-1.7082,662047.8  ,4078317.98  ,60.0,0.03086,0.8547945205479452   ,0.35946161665591414,0.375107904207871    ,0.04276731310367882  ,10.262863357880239,6.060818954130884  ,63.5            ,-0.013543307086614165  ,60.0,0.03086,0.8547945205479452   ,0.3600671599184246,0.3750364510103272   ,0.042136004287406936 ,10.27590372401422 ,6.073859320264866
000651.SZ,2020-02-25,60.85,60.85,59.6 ,60.25,61.57    ,-1.32 ,-2.1439,733077.98 ,4406830.977 ,60.0,0.03086,0.852054794520548    ,0.35946161665591414,0.32299660729332064  ,-0.008810959263961193,9.566887441500015 ,6.439784055691845  ,62.64           ,-0.01708173690932312   ,60.0,0.03086,0.852054794520548    ,0.3600671599184246,0.3230118951455998   ,-0.009354629105824575,9.579919193831625 ,6.4528158080234554
000651.SZ,2020-02-26,59.2 ,61.28,59.0 ,60.29,60.25    ,0.04  ,0.0664 ,566463.7  ,3408276.665 ,60.0,0.03086,0.8493150684931506   ,0.35946161665591414,0.25730688600349916  ,-0.07396679836313769 ,8.741342594264268 ,6.939180644167855  ,61.57           ,-0.02143901250609063   ,60.0,0.03086,0.8493150684931506   ,0.3600671599184246,0.2574317489891649   ,-0.0743999937022562  ,8.754319259588911 ,6.952157309492499
000651.SZ,2020-02-27,60.03,61.1 ,60.03,60.71,60.29    ,0.42  ,0.6966 ,356347.98 ,2164825.442 ,60.0,0.03086,0.8465753424657534   ,0.35946161665591414,0.25893875269443933  ,-0.07180018768456609 ,8.75065273981335  ,6.913432643234604  ,60.25           ,0.0006639004149377452  ,60.0,0.03086,0.8465753424657534   ,0.3600671599184246,0.25905997122321467  ,-0.07223612665944729 ,8.763611604526076 ,6.926391507947329
000651.SZ,2020-02-28,59.44,60.0 ,58.4 ,59.2 ,60.71    ,-1.51 ,-2.4872,513705.98 ,3039712.687 ,60.0,0.03086,0.8438356164383561   ,0.35946161665591414,0.27959061962124704  ,-0.05061271078625873 ,8.99041304124944  ,6.738135216029569  ,60.29           ,0.006966329407862029   ,60.0,0.03086,0.8438356164383561   ,0.3600671599184246,0.27967620533343046  ,-0.051083380297781644,9.003368852509766 ,6.751091027289895
000651.SZ,2020-03-02,59.1 ,60.37,58.7 ,60.03,59.2     ,0.83  ,1.402  ,502839.37 ,3007688.51  ,60.0,0.03086,0.8356164383561644   ,0.35946161665591414,0.20192323834013787  ,-0.1266680238683266  ,8.04733725445157  ,7.319888750708998  ,60.71           ,-0.024872343930159743  ,60.0,0.03086,0.8356164383561644   ,0.3600671599184246,0.20213672785837603  ,-0.12700807390961424 ,8.060146316533999 ,7.332697812791427
000651.SZ,2020-03-03,60.99,61.0 ,59.37,59.99,60.03    ,-0.04 ,-0.0666,474562.76 ,2845026.405 ,60.0,0.03086,0.8328767123287671   ,0.35946161665591414,0.2438988940812873   ,-0.08415325166528909 ,8.520777591144721 ,6.968273030479253  ,59.2            ,0.014020270270270242   ,60.0,0.03086,0.8328767123287671   ,0.3600671599184246,0.24404088358035184  ,-0.08456389353882279 ,8.5336242165662   ,6.981119655900731
000651.SZ,2020-03-04,59.55,59.9 ,59.02,59.82,59.99    ,-0.17 ,-0.2834,423393.93 ,2517114.494 ,60.0,0.03086,0.8301369863013699   ,0.35946161665591414,0.24146722598708842  ,-0.0860449158612927  ,8.482085248981242 ,6.974525049410772  ,60.03           ,-0.000666333499916694  ,60.0,0.03086,0.8301369863013699   ,0.3600671599184246,0.24161239602914725  ,-0.08645146750994365 ,8.494909744736987 ,6.987349545166516
000651.SZ,2020-03-05,60.51,63.0 ,59.85,62.99,59.82    ,3.17  ,5.2992 ,1018445.26,6302224.182 ,60.0,0.03086,0.8273972602739726   ,0.35946161665591414,0.23238761581566525  ,-0.09458363030132177 ,8.366302303204943 ,7.033686882782714  ,59.99           ,-0.002833805634272407  ,60.0,0.03086,0.8273972602739726   ,0.3600671599184246,0.2325471450820424   ,-0.09497491154139795 ,8.379096818002672 ,7.046481397580443
000651.SZ,2020-03-06,62.15,62.6 ,61.31,61.48,62.99    ,-1.51 ,-2.3972,503533.22 ,3112954.401 ,60.0,0.03086,0.8246575342465754   ,0.35946161665591414,0.3901561135790375   ,0.06372665945996381  ,10.323992471316998,5.826322248131596  ,59.82           ,0.052992310264125736   ,60.0,0.03086,0.8246575342465754   ,0.3600671599184246,0.39004940360907164  ,0.06307005167763713  ,10.33679860944121 ,5.839128386255808
000651.SZ,2020-03-09,60.0 ,60.0 ,59.0 ,59.23,61.48    ,-2.25 ,-3.6597,587231.9  ,3491790.279 ,60.0,0.03086,0.8164383561643835   ,0.35946161665591414,0.3149943070752046   ,-0.009804348562437837,9.315229416167874 ,6.342397293578031  ,62.99           ,-0.023972059056993254  ,60.0,0.03086,0.8164383561643835   ,0.3600671599184246,0.3150112556325098   ,-0.010334550600580195,9.327999801305527 ,6.355167678715684
000651.SZ,2020-03-10,58.99,61.18,58.95,60.77,59.23    ,1.54  ,2.6    ,541438.02 ,3253817.259 ,60.0,0.03086,0.8136986301369863   ,0.35946161665591414,0.19973409921297935  ,-0.12451913428392963 ,7.946487311695858 ,7.22860205905074   ,61.48           ,-0.03659726740403384   ,60.0,0.03086,0.8136986301369863   ,0.3600671599184246,0.19994396868934394  ,-0.12485549659363981 ,7.9591392438431185,7.2412539911980005
000651.SZ,2020-03-11,60.78,60.88,59.56,59.63,60.77    ,-1.14 ,-1.8759,361947.22 ,2170270.215 ,60.0,0.03086,0.810958904109589    ,0.35946161665591414,0.2785574045994039   ,-0.045149487762161544,8.847062437629493 ,6.594124473194473  ,59.23           ,0.02600033766672305    ,60.0,0.03086,0.810958904109589    ,0.3600671599184246,0.2786337933290986   ,-0.045618410461045256,8.859779591178011 ,6.606841626742991
000651.SZ,2020-03-12,58.88,59.05,57.98,58.22,59.63    ,-1.41 ,-2.3646,496562.45 ,2899265.452 ,60.0,0.03086,0.8082191780821918   ,0.35946161665591414,0.21961888534114227  ,-0.10354074222944903 ,8.149840165536173 ,7.041849907611979  ,60.77           ,-0.01875925621194669   ,60.0,0.03086,0.8082191780821918   ,0.3600671599184246,0.21979347283911946  ,-0.10391054424657845 ,8.162481786284292 ,7.054491528360099
000651.SZ,2020-03-13,55.42,57.6 ,55.0 ,56.91,58.22    ,-1.31 ,-2.2501,543463.79 ,3057574.403 ,60.0,0.03086,0.8054794520547945   ,0.35946161665591414,0.1450058361377218   ,-0.1776055982857103  ,7.327914528382475 ,7.634872395305219  ,59.63           ,-0.023645815864497797  ,60.0,0.03086,0.8054794520547945   ,0.3600671599184246,0.14530498149590787  ,-0.17784991896526514 ,7.340405015095087 ,7.6473628820178305
000651.SZ,2020-03-16,57.37,57.38,54.36,54.4 ,56.91    ,-2.51 ,-4.4105,562406.33 ,3123352.274 ,60.0,0.03086,0.7972602739726027   ,0.35946161665591414,0.07240132968068726  ,-0.24855990755566165 ,6.572290625168293 ,8.20409537700219   ,58.22           ,-0.022500858811405056  ,60.0,0.03086,0.7972602739726027   ,0.3600671599184246,0.0728198001732751   ,-0.24868212320515365 ,6.584533940116906 ,8.216338691950803
000651.SZ,2020-03-17,53.7 ,55.61,51.95,52.95,54.4     ,-1.45 ,-2.6654,605901.94 ,3224683.444 ,60.0,0.03086,0.7945205479452054   ,0.35946161665591414,-0.06906931592281917 ,-0.38947859877440727 ,5.300952196947083 ,9.447706747326063  ,56.91           ,-0.044104726761553296  ,60.0,0.03086,0.7945205479452054   ,0.3600671599184246,-0.06841385607933494 ,-0.3893628952595168  ,5.312638592860409 ,9.459393143239389
000651.SZ,2020-03-18,53.0 ,55.17,51.92,52.44,52.95    ,-0.51 ,-0.9632,703230.91 ,3761082.471 ,60.0,0.03086,0.7917808219178082   ,0.35946161665591414,-0.15446959036785646 ,-0.4743259663659755  ,4.62691851487379  ,10.228623282310846 ,54.4            ,-0.026654411764705805  ,60.0,0.03086,0.7917808219178082   ,0.3600671599184246,-0.15367143917259354 ,-0.47406664008130683 ,4.638166354443694 ,10.23987112188075
000651.SZ,2020-03-19,51.6 ,51.95,48.4 ,50.3 ,52.44    ,-2.14 ,-4.0809,1098837.99,5488904.317 ,60.0,0.03086,0.7890410958904109   ,0.35946161665591414,-0.18586777720075565 ,-0.5051702889287897  ,4.393345422299909 ,10.510000825343411 ,52.95           ,-0.009631728045325876  ,60.0,0.03086,0.7890410958904109   ,0.3600671599184246,-0.18501775432348883 ,-0.5048581579312688  ,4.404406571659926 ,10.521061974703429
000651.SZ,2020-03-20,50.68,51.8 ,50.24,51.57,50.3     ,1.27  ,2.5249 ,632670.49 ,3229182.48  ,60.0,0.03086,0.7863013698630137   ,0.35946161665591414,-0.31772522979705226 ,-0.636472914847489   ,3.523087274458124 ,11.784693731691842 ,52.44           ,-0.04080854309687263   ,60.0,0.03086,0.7863013698630137   ,0.3600671599184246,-0.31665438939922375 ,-0.6359390316773019  ,3.533333660339279 ,11.794940117572997
000651.SZ,2020-03-23,50.0 ,50.31,49.08,49.22,51.57    ,-2.35 ,-4.5569,484671.33 ,2404677.413 ,60.0,0.03086,0.7780821917808219   ,0.35946161665591414,-0.2432333875810468  ,-0.5603107675887601  ,3.9811904075508124,10.98765253921168  ,50.3            ,0.02524850894632213    ,60.0,0.03086,0.7780821917808219   ,0.3600671599184246,-0.2422906353073081  ,-0.5599021587736315  ,3.9918604928747676,10.998322624535636
000651.SZ,2020-03-24,50.1 ,51.4 ,49.83,51.14,49.22    ,1.92  ,3.9009 ,600436.35 ,3045582.347 ,60.0,0.03086,0.7753424657534247   ,0.35946161665591414,-0.3918423726494824  ,-0.7083610255622879  ,3.0861696292129857,12.447584489753066 ,51.57           ,-0.04556912933876287   ,60.0,0.03086,0.7753424657534247   ,0.3600671599184246,-0.3906506375157862  ,-0.7077024926645168  ,3.095868118715863 ,12.457282979255943
000651.SZ,2020-03-25,53.0 ,53.75,52.68,53.48,51.14    ,2.34  ,4.5757 ,635877.83 ,3392948.037 ,60.0,0.03086,0.7726027397260274   ,0.35946161665591414,-0.27225071468675455 ,-0.5882096524791806  ,3.7849449941268922,11.231313002306937 ,49.22           ,0.039008533116619296   ,60.0,0.03086,0.7726027397260274   ,0.3600671599184246,-0.27126104502314397 ,-0.5877522421643986  ,3.795410434277045 ,11.24177844245709
000651.SZ,2020-03-26,53.0 ,53.85,52.59,52.83,53.48    ,-0.65 ,-1.2154,353929.57 ,1882251.323 ,60.0,0.03086,0.7698630136986301   ,0.35946161665591414,-0.13170909651706297 ,-0.44710732590349955 ,4.755305305565422 ,9.866626880181599  ,51.14           ,0.045756746186937744   ,60.0,0.03086,0.7698630136986301   ,0.3600671599184246,-0.13095672660938656 ,-0.44688627078428217 ,4.766543794910387 ,9.877865369526564
000651.SZ,2020-03-27,53.85,54.7 ,52.29,52.57,52.83    ,-0.26 ,-0.4921,586615.3  ,3127275.061 ,60.0,0.03086,0.7671232876712328   ,0.35946161665591414,-0.1716157581207788  ,-0.4864522805086371  ,4.456105607434516 ,10.222381167318382 ,53.48           ,-0.01215407629020192   ,60.0,0.03086,0.7671232876712328   ,0.3600671599184246,-0.17079722059680294 ,-0.4861641115305376  ,4.467121089039356 ,10.233396648923222
000651.SZ,2020-03-30,51.85,52.13,51.09,52.08,52.57    ,-0.49 ,-0.9321,377274.48 ,1948128.674 ,60.0,0.03086,0.7589041095890411   ,0.35946161665591414,-0.19080327523850002 ,-0.5039486312903243  ,4.3052088389715735,10.346348868002075 ,52.83           ,-0.00492144614802192   ,60.0,0.03086,0.7589041095890411   ,0.3600671599184246,-0.1899553156068064  ,-0.5036281912928762  ,4.316073503673888 ,10.357213532704389
000651.SZ,2020-03-31,52.89,52.89,52.11,52.2 ,52.08    ,0.12  ,0.2304 ,312373.83 ,1638485.847 ,60.0,0.03086,0.7561643835616438   ,0.35946161665591414,-0.2219445156579911  ,-0.534524116313576   ,4.087202271370508 ,10.623297961349145 ,52.57           ,-0.009320905459387522  ,60.0,0.03086,0.7561643835616438   ,0.3600671599184246,-0.22104513647890597 ,-0.5341513037062882  ,4.097877596117769 ,10.633973286096406
000651.SZ,2020-04-01,51.55,52.9 ,51.55,51.99,52.2     ,-0.21 ,-0.4023,356842.24 ,1865040.044 ,60.0,0.03086,0.7534246575342466   ,0.35946161665591414,-0.2158096670261121  ,-0.5278224864345238  ,4.1238213651948   ,10.544873135130224 ,52.08           ,0.0023041474654378756  ,60.0,0.03086,0.7534246575342466   ,0.3600671599184246,-0.2149215591218234  ,-0.527459990311452   ,4.134516194660893 ,10.555567964596317
000651.SZ,2020-04-02,51.48,52.3 ,50.88,52.3 ,51.99    ,0.31  ,0.5963 ,398753.02 ,2059368.988 ,60.0,0.03086,0.7506849315068493   ,0.35946161665591414,-0.22998614585197116 ,-0.5414311525616105  ,4.024360351153117 ,10.660368620089425 ,52.2            ,-0.004022988505747143  ,60.0,0.03086,0.7506849315068493   ,0.3600671599184246,-0.2290751523657891  ,-0.5410448143284983  ,4.034959321039381 ,10.670967589975689
000651.SZ,2020-04-03,52.49,52.5 ,51.81,51.96,52.3     ,-0.34 ,-0.6501,305947.28 ,1593396.979 ,60.0,0.03086,0.7479452054794521   ,0.35946161665591414,-0.21212501563117514 ,-0.5230011725386299  ,4.139222192711561 ,10.47018737972827  ,51.99           ,0.005962685131756014   ,60.0,0.03086,0.7479452054794521   ,0.3600671599184246,-0.2112450175858775  ,-0.5226448714711673  ,4.149906868248792 ,10.4808720552655
000651.SZ,2020-04-07,52.99,53.41,52.52,52.72,51.96    ,0.76  ,1.4627 ,498041.16 ,2632716.168 ,60.0,0.03086,0.736986301369863    ,0.35946161665591414,-0.23822201135904672 ,-0.5468122831601405  ,3.947276029843934 ,10.638073080686205 ,52.3            ,-0.00650095602294448   ,60.0,0.03086,0.736986301369863    ,0.3600671599184246,-0.23730197219555732 ,-0.5464120902091726  ,3.957751622377778 ,10.648548673220048
000651.SZ,2020-04-08,52.48,52.5 ,51.53,51.8 ,52.72    ,-0.92 ,-1.7451,431372.44 ,2238410.929 ,60.0,0.03086,0.7342465753424657   ,0.35946161665591414,-0.19237253776616237 ,-0.5003886876340777  ,4.249315872031225 ,10.185071936883077 ,51.96           ,0.014626635873749      ,60.0,0.03086,0.7342465753424657   ,0.3600671599184246,-0.19153057233849008 ,-0.500065601262345   ,4.260029849605363 ,10.195785914457215
000651.SZ,2020-04-09,52.07,52.3 ,51.75,51.88,51.8     ,0.08  ,0.1544 ,330199.36 ,1714636.878 ,60.0,0.03086,0.7315068493150685   ,0.35946161665591414,-0.2508453720149167  ,-0.5582863278237276  ,3.8567638873288566,10.71747938548246  ,52.72           ,-0.017450682852807316  ,60.0,0.03086,0.7315068493150685   ,0.3600671599184246,-0.24990603799476954 ,-0.557864903896852   ,3.8671363452418603,10.727851843395463
000651.SZ,2020-04-10,51.98,55.22,51.79,53.74,51.88    ,1.86  ,3.5852 ,779232.58 ,4196948.953 ,60.0,0.03086,0.7287671232876712   ,0.35946161665591414,-0.2471398188994625  ,-0.5540045024943923  ,3.8759106581585243,10.661586008941491 ,51.8            ,0.0015444015444016487  ,60.0,0.03086,0.7287671232876712   ,0.3600671599184246,-0.24620768665912868 ,-0.5535893095684197  ,3.88628920712825  ,10.671964557911217
000651.SZ,2020-04-13,55.0 ,56.99,54.88,56.51,53.74    ,2.77  ,5.1544 ,857819.13 ,4809415.741 ,60.0,0.03086,0.7205479452054795   ,0.35946161665591414,-0.13567654213858016 ,-0.44080587901945073 ,4.624492251640476 ,9.565049676631851  ,51.88           ,0.03585196607555897    ,60.0,0.03086,0.7205479452054795   ,0.3600671599184246,-0.13493478424088232 ,-0.44057813709892846 ,4.6354119060749355,9.575969331066311
000651.SZ,2020-04-14,57.35,57.6 ,55.6 ,56.4 ,56.51    ,-0.11 ,-0.1947,616764.96 ,3468937.143 ,60.0,0.03086,0.7178082191780822   ,0.35946161665591414,0.028237079343297212 ,-0.2763116112704385  ,5.936401428184887 ,8.111920383470697  ,53.74           ,0.05154447339039814    ,60.0,0.03086,0.7178082191780822   ,0.3600671599184246,0.02870219803920046  ,-0.2763595304043408  ,5.947962783699058 ,8.123481738984868
000651.SZ,2020-04-15,54.8 ,55.66,53.8 ,54.41,56.4     ,-1.99 ,-3.5284,974741.98 ,5335019.941 ,60.0,0.03086,0.7150684931506849   ,0.35946161665591414,0.021020571920381283 ,-0.28294636326126327 ,5.865287557720549 ,8.155768462805725  ,56.51           ,-0.001946558131304184  ,60.0,0.03086,0.7150684931506849   ,0.3600671599184246,0.02149684779220247  ,-0.28298214520339604 ,5.876806431700878 ,8.167287336786053
000651.SZ,2020-04-16,53.96,55.05,53.85,54.98,54.41    ,0.57  ,1.0476 ,491718.57 ,2686905.821 ,60.0,0.03086,0.7123287671232876   ,0.35946161665591414,-0.09820288630704929 ,-0.4015869505109939  ,4.885903893606084 ,9.17134716803102   ,56.4            ,-0.03528368794326245   ,60.0,0.03086,0.7123287671232876   ,0.3600671599184246,-0.09752708734904705 ,-0.40142222747186396 ,4.896944539141703 ,9.182387813566638
000651.SZ,2020-04-17,55.29,55.49,54.56,54.7 ,54.98    ,-0.28 ,-0.5093,459703.31 ,2523464.787 ,60.0,0.03086,0.7095890410958904   ,0.35946161665591414,-0.06483888866152519 ,-0.3676389599000973  ,5.137953615316832 ,8.858359678657386  ,54.41           ,0.010476015438338546   ,60.0,0.03086,0.7095890410958904   ,0.3600671599184246,-0.06422018259379682 ,-0.3675303459660771  ,5.149118627701121 ,8.869524691041676
000651.SZ,2020-04-20,54.75,54.89,54.21,54.48,54.7     ,-0.22 ,-0.4022,367521.23 ,2001918.078 ,60.0,0.03086,0.7013698630136986   ,0.35946161665591414,-0.08478454144276527 ,-0.3858258364998185  ,4.962669722420262 ,8.97796667031766   ,54.98           ,-0.0050927610040013465 ,60.0,0.03086,0.7013698630136986   ,0.3600671599184246,-0.08413525207068903 ,-0.3856836764553603  ,4.973696969388595 ,8.988993917285992
000651.SZ,2020-04-21,54.4 ,54.4 ,53.0 ,53.4 ,54.48    ,-1.08 ,-1.9824,419665.38 ,2242597.204 ,60.0,0.03086,0.6986301369863014   ,0.35946161665591414,-0.09923439701115108 ,-0.39968714547388173 ,4.846245680565051 ,9.086507096036339  ,54.7            ,-0.004021937842778902  ,60.0,0.03086,0.6986301369863014   ,0.3600671599184246,-0.09856179720422174 ,-0.3995206835384362  ,4.857192604868583 ,9.097454020339871
000651.SZ,2020-04-22,53.07,54.2 ,52.75,54.2 ,53.4     ,0.8   ,1.4981 ,320788.08 ,1721548.219 ,60.0,0.03086,0.6958904109589041   ,0.35946161665591414,-0.16707532097679414 ,-0.4669383676964426  ,4.349153023129325 ,9.674379325927774  ,54.48           ,-0.019823788546255477  ,60.0,0.03086,0.6958904109589041   ,0.3600671599184246,-0.1662896222031395  ,-0.4666578133921925  ,4.359765919251327 ,9.684992222049775
000651.SZ,2020-04-23,54.2 ,55.1 ,54.2 ,54.87,54.2     ,0.67  ,1.2362 ,474841.32 ,2600242.889 ,60.0,0.03086,0.6931506849315069   ,0.35946161665591414,-0.11859138903334103 ,-0.4178635720326489  ,4.689554239398426 ,9.219745849312801  ,53.4            ,0.01498127340823978    ,60.0,0.03086,0.6931506849315069   ,0.3600671599184246,-0.11788822267737933 ,-0.41766455478656417 ,4.700379353802184 ,9.23057096371656
