ts_code  ,trade_date,open ,high ,low  ,close,pre_close,change,pct_chg,vol       ,amount      ,K   ,r_1y   ,expiry_t             ,sigma_1y           ,d1                   ,d2                   ,call              ,put                ,close_day_before,return                 ,K   ,r_1y   ,expiry_t             ,sigma_1y          ,d1                   ,d2                   ,call              ,put
000651.SZ,2019-07-04,57.6 ,58.16,56.43,56.88,57.33    ,-0.45 ,-0.7849,373648.79 ,2138683.989 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.57           ,-0.021171248079221477  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-05,57.08,58.18,56.75,58.1 ,56.88    ,1.22  ,2.1449 ,306279.2  ,1768695.785 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.33           ,-0.007849293563579204  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-08,57.7 ,57.74,55.89,56.48,58.1     ,-1.62 ,-2.7883,405250.2  ,2294026.382 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.88           ,0.021448663853727123   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-09,56.49,56.88,55.51,55.99,56.48    ,-0.49 ,-0.8676,244967.35 ,1373450.597 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.1            ,-0.027882960413080974  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-10,56.54,56.66,55.76,56.29,55.99    ,0.3   ,0.5358 ,247566.19 ,1392394.854 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.48           ,-0.008675637393767616  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-11,56.83,57.57,55.75,56.0 ,56.29    ,-0.29 ,-0.5152,409245.43 ,2314552.503 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.99           ,0.0053580996606536375  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-12,56.0 ,56.87,55.58,56.48,56.0     ,0.48  ,0.8571 ,294307.54 ,1656330.891 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.29           ,-0.005151891987919687  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-15,55.89,56.6 ,54.6 ,55.88,56.48    ,-0.6  ,-1.0623,430977.48 ,2392105.124 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.0            ,0.008571428571428516   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-16,56.0 ,56.09,54.64,54.81,55.88    ,-1.07 ,-1.9148,376208.64 ,2071224.257 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.48           ,-0.010623229461756274  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-17,54.72,54.79,54.1 ,54.53,54.81    ,-0.28 ,-0.5109,281459.38 ,1532366.881 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.88           ,-0.019148174659985688  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-18,54.49,54.5 ,53.7 ,54.4 ,54.53    ,-0.13 ,-0.2384,283549.36 ,1532376.597 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.81           ,-0.005108556832694784  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-19,54.7 ,54.79,54.02,54.2 ,54.4     ,-0.2  ,-0.3676,377029.91 ,2046724.236 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.53           ,-0.0023840088024940868 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-22,54.2 ,54.5 ,53.53,54.0 ,54.2     ,-0.2  ,-0.369 ,213064.32 ,1151569.018 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.4            ,-0.003676470588235216  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-23,54.01,54.4 ,53.81,54.4 ,54.0     ,0.4   ,0.7407 ,229057.22 ,1240636.899 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.2            ,-0.003690036900369056  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-24,54.68,55.55,54.56,54.76,54.4     ,0.36  ,0.6618 ,355886.42 ,1959561.57  ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.0            ,0.007407407407407381   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-25,54.76,55.35,54.41,55.12,54.76    ,0.36  ,0.6574 ,225677.22 ,1239775.444 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.4            ,0.006617647058823519   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-26,54.71,55.56,54.67,55.46,55.12    ,0.34  ,0.6168 ,254616.0  ,1409163.462 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.76           ,0.006574141709276835   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-29,55.45,55.68,54.2 ,54.62,55.46    ,-0.84 ,-1.5146,359377.2  ,1967681.956 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.12           ,0.00616835994194491    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-30,54.64,55.3 ,54.4 ,55.08,54.62    ,0.46  ,0.8422 ,273302.63 ,1504014.085 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.46           ,-0.015146051208077955  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-07-31,55.31,55.89,54.9 ,55.09,55.08    ,0.01  ,0.0182 ,287263.24 ,1587851.073 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.62           ,0.00842182350787259    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-01,55.0 ,55.0 ,53.38,53.68,55.09    ,-1.41 ,-2.5594,482956.72 ,2603710.653 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.08           ,0.00018155410312282346 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-02,52.0 ,53.63,51.31,53.43,53.68    ,-0.25 ,-0.4657,411599.55 ,2163381.814 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.09           ,-0.02559448175712477   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-05,53.4 ,53.8 ,52.66,52.98,53.43    ,-0.45 ,-0.8422,394928.69 ,2095253.144 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,53.68           ,-0.0046572280178837555 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-06,50.6 ,51.3 ,49.05,50.93,51.48    ,-0.55 ,-1.0684,532003.43 ,2673208.385 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,53.43           ,-0.036496350364963556  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-07,51.1 ,51.45,50.26,50.27,50.93    ,-0.66 ,-1.2959,242402.84 ,1229731.987 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.48           ,-0.010683760683760628  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-08,50.5 ,51.44,50.42,51.0 ,50.27    ,0.73  ,1.4522 ,296270.86 ,1508171.154 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,50.93           ,-0.012958963282937297  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-09,51.03,51.29,49.68,49.94,51.0     ,-1.06 ,-2.0784,391730.18 ,1966289.443 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,50.27           ,0.014521583449373321   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-12,49.8 ,50.49,49.6 ,50.38,49.94    ,0.44  ,0.8811 ,235654.61 ,1181813.533 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.0            ,-0.02078431372549024   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-13,50.65,52.3 ,50.65,51.36,50.38    ,0.98  ,1.9452 ,498999.52 ,2576555.714 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,49.94           ,0.008810572687224768   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-14,52.73,53.0 ,51.5 ,51.56,51.36    ,0.2   ,0.3894 ,323715.61 ,1688194.971 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,50.38           ,0.019452163556966988   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-15,50.56,51.35,50.16,51.3 ,51.56    ,-0.26 ,-0.5043,226727.42 ,1153442.544 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.36           ,0.0038940809968847907  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-16,51.2 ,51.68,50.6 ,51.25,51.3     ,-0.05 ,-0.0975,289949.05 ,1485214.218 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.56           ,-0.005042668735453939  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-19,51.8 ,52.5 ,51.55,52.42,51.25    ,1.17  ,2.2829 ,344397.8  ,1795197.526 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.3            ,-0.0009746588693956562 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-20,52.4 ,53.09,52.02,52.79,52.42    ,0.37  ,0.7058 ,317058.27 ,1669667.772 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,51.25           ,0.02282926829268296    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-21,52.6 ,55.2 ,52.58,54.54,52.79    ,1.75  ,3.315  ,664284.54 ,3600329.679 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,52.42           ,0.007058374666157906   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-22,54.99,55.45,54.51,54.88,54.54    ,0.34  ,0.6234 ,368523.26 ,2026121.139 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,52.79           ,0.03315021784428869    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-23,55.1 ,55.39,54.51,54.89,54.88    ,0.01  ,0.0182 ,325909.86 ,1790338.562 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.54           ,0.006233956729006297   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-26,53.46,54.48,53.26,54.17,54.89    ,-0.72 ,-1.3117,338864.36 ,1831120.191 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.88           ,0.00018221574344019697 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-27,54.41,55.99,54.41,55.35,54.17    ,1.18  ,2.1783 ,472372.59 ,2622023.778 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.89           ,-0.0131171433776644    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-28,55.78,55.79,55.01,55.32,55.35    ,-0.03 ,-0.0542,243395.73 ,1347449.562 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.17           ,0.021783274875392278   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-29,55.5 ,55.74,54.02,54.78,55.32    ,-0.54 ,-0.9761,302430.57 ,1652930.092 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.35           ,-0.000542005420054221  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-08-30,55.32,55.95,55.02,55.5 ,54.78    ,0.72  ,1.3143 ,410238.31 ,2279607.701 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.32           ,-0.00976138828633404   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-02,56.95,57.82,56.7 ,57.47,55.5     ,1.97  ,3.5495 ,684288.71 ,3926350.831 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,54.78           ,0.013143483023001074   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-03,58.41,58.43,57.1 ,57.8 ,57.47    ,0.33  ,0.5742 ,511978.07 ,2960811.299 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,55.5            ,0.03549549549549547    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-04,57.79,59.85,57.3 ,59.85,57.8     ,2.05  ,3.5467 ,644380.69 ,3817675.951 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.47           ,0.0057421263267791595  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-05,59.91,60.56,58.81,58.87,59.85    ,-0.98 ,-1.6374,483040.61 ,2876712.471 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.8            ,0.03546712802768174    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-06,59.2 ,59.2 ,58.0 ,58.8 ,58.87    ,-0.07 ,-0.1189,385050.25 ,2255748.893 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.85           ,-0.01637426900584802   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-09,59.19,59.89,59.0 ,59.34,58.8     ,0.54  ,0.9184 ,375943.5  ,2235012.893 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.87           ,-0.0011890606420927516 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-10,59.8 ,60.12,59.24,59.4 ,59.34    ,0.06  ,0.1011 ,246978.65 ,1471962.475 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.8            ,0.009183673469387862   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-11,59.4 ,59.44,58.01,58.7 ,59.4     ,-0.7  ,-1.1785,310354.93 ,1815127.885 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.34           ,0.0010111223458037608  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-12,59.07,59.79,59.06,59.61,58.7     ,0.91  ,1.5503 ,274926.19 ,1636634.362 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.4            ,-0.011784511784511714  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-16,59.47,59.5 ,58.52,58.93,59.61    ,-0.68 ,-1.1407,217971.6  ,1285825.343 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.7            ,0.015502555366269107   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-17,58.93,58.93,57.3 ,57.6 ,58.93    ,-1.33 ,-2.2569,307472.74 ,1782007.543 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.61           ,-0.011407481966113063  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-18,58.01,58.5 ,57.72,58.22,57.6     ,0.62  ,1.0764 ,177467.11 ,1031084.968 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.93           ,-0.02256914983879176   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-19,58.8 ,59.45,58.08,58.49,58.22    ,0.27  ,0.4638 ,278516.7  ,1635615.295 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.6            ,0.010763888888888844   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-20,58.51,58.58,57.62,58.04,58.49    ,-0.45 ,-0.7694,237622.32 ,1378000.949 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.22           ,0.00463758158708353    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-23,58.4 ,58.44,57.0 ,57.71,58.04    ,-0.33 ,-0.5686,215580.59 ,1237864.785 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.49           ,-0.007693622841511418  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-24,58.06,58.61,57.6 ,58.16,57.71    ,0.45  ,0.7798 ,221275.77 ,1289106.327 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.04           ,-0.005685733976567855  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-25,57.88,58.2 ,57.68,57.82,58.16    ,-0.34 ,-0.5846,156514.74 ,905978.54   ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.71           ,0.007797608733321707   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-26,58.0 ,58.34,57.19,57.62,57.82    ,-0.2  ,-0.3459,193271.08 ,1117471.576 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.16           ,-0.005845942228335563  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-27,57.62,57.77,56.36,56.9 ,57.62    ,-0.72 ,-1.2496,223510.01 ,1272964.287 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.82           ,-0.0034590107229332903 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-09-30,56.9 ,58.08,56.58,57.3 ,56.9     ,0.4   ,0.703  ,226118.65 ,1300850.313 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.62           ,-0.01249566122874      ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-08,57.5 ,58.9 ,57.18,58.15,57.3     ,0.85  ,1.4834 ,266628.39 ,1554229.522 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.9            ,0.007029876977152875   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-09,58.0 ,58.18,57.0 ,57.02,58.15    ,-1.13 ,-1.9433,219807.78 ,1257625.102 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.3            ,0.014834205933682398   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-10,57.0 ,58.06,56.51,57.71,57.02    ,0.69  ,1.2101 ,216125.13 ,1238249.009 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.15           ,-0.019432502149612993  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-11,58.39,58.68,57.54,58.57,57.71    ,0.86  ,1.4902 ,294274.23 ,1715621.443 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.02           ,0.012101017186951906   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-14,59.2 ,59.59,58.4 ,58.7 ,58.57    ,0.13  ,0.222  ,229921.86 ,1354296.793 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.71           ,0.014902096690348284   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-15,58.69,59.15,58.15,58.9 ,58.7     ,0.2   ,0.3407 ,177204.36 ,1041246.121 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.57           ,0.0022195663308861627  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-16,58.9 ,59.58,58.5 ,59.02,58.9     ,0.12  ,0.2037 ,211812.93 ,1254561.757 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.7            ,0.00340715502555359    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-17,58.9 ,58.96,58.08,58.25,59.02    ,-0.77 ,-1.3046,182518.14 ,1065658.739 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.9            ,0.002037351443124016   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-18,58.5 ,59.0 ,57.69,57.8 ,58.25    ,-0.45 ,-0.7725,211609.01 ,1236477.766 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.02           ,-0.013046424940698121  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-21,57.72,58.65,57.4 ,58.44,57.8     ,0.64  ,1.1073 ,148176.63 ,863735.58   ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.25           ,-0.0077253218884120655 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-22,58.99,59.0 ,58.1 ,58.81,58.44    ,0.37  ,0.6331 ,168349.37 ,985449.306  ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.8            ,0.011072664359861602   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-23,58.91,59.33,58.52,58.73,58.81    ,-0.08 ,-0.136 ,160971.86 ,947682.81   ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.44           ,0.006331279945243062   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-24,58.7 ,58.93,58.04,58.18,58.73    ,-0.55 ,-0.9365,155311.65 ,906955.58   ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.81           ,-0.0013603128719606426 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-25,58.38,58.41,56.04,57.15,58.18    ,-1.03 ,-1.7704,476983.96 ,2704591.533 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.73           ,-0.009364890175378804  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-28,57.15,57.67,56.46,56.9 ,57.15    ,-0.25 ,-0.4374,241273.34 ,1372454.891 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.18           ,-0.01770367823994502   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-29,58.5 ,60.04,57.26,59.39,56.9     ,2.49  ,4.3761 ,805804.01 ,4757487.141 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.15           ,-0.004374453193350831  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-30,59.71,60.39,58.35,58.67,59.39    ,-0.72 ,-1.2123,410228.62 ,2426195.857 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.9            ,0.04376098418277684    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-10-31,58.01,59.22,58.0 ,58.7 ,58.67    ,0.03  ,0.0511 ,360312.49 ,2118688.495 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.39           ,-0.012123253072907878  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-01,59.0 ,64.4 ,58.83,63.78,58.7     ,5.08  ,8.6542 ,1175315.72,7340613.348 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.67           ,0.0005113345832623341  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-04,64.1 ,64.98,63.21,64.45,63.78    ,0.67  ,1.0505 ,573827.73 ,3688033.678 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.7            ,0.086541737649063      ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-05,64.46,65.16,63.5 ,64.08,64.45    ,-0.37 ,-0.5741,535927.51 ,3443814.986 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,63.78           ,0.010504860457823796   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-06,64.1 ,64.45,63.36,63.5 ,64.08    ,-0.58 ,-0.9051,335865.54 ,2144646.331 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,64.45           ,-0.00574088440651675   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-07,63.7 ,63.8 ,62.8 ,63.71,63.5     ,0.21  ,0.3307 ,317616.78 ,2010258.543 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,64.08           ,-0.009051186017478126  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-08,64.0 ,64.63,63.2 ,63.61,63.71    ,-0.1  ,-0.157 ,341203.24 ,2178351.313 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,63.5            ,0.0033070866141732417  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-11,62.3 ,62.45,60.7 ,61.17,63.61    ,-2.44 ,-3.8359,681351.87 ,4186552.485 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,63.71           ,-0.0015696123057604993 ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-12,59.8 ,60.08,58.62,59.16,61.17    ,-2.01 ,-3.2859,636537.13 ,3777070.758 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,63.61           ,-0.03835874862443009   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-13,59.45,59.53,58.48,58.85,59.16    ,-0.31 ,-0.524 ,364776.12 ,2143608.691 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,61.17           ,-0.03285924472780783   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-14,59.18,59.55,58.68,59.13,58.85    ,0.28  ,0.4758 ,353944.97 ,2090616.405 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.16           ,-0.005240027045300797  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-15,59.45,59.49,58.7 ,58.86,59.13    ,-0.27 ,-0.4566,202104.32 ,1193783.635 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.85           ,0.00475785896346646    ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-18,58.79,58.99,58.3 ,58.99,58.86    ,0.13  ,0.2209 ,225984.61 ,1325332.947 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.13           ,-0.004566210045662153  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-19,59.18,59.97,58.91,59.46,58.99    ,0.47  ,0.7967 ,352369.16 ,2098743.808 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.86           ,0.002208630648997665   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-20,59.3 ,59.4 ,58.73,58.86,59.46    ,-0.6  ,-1.0091,221706.0  ,1306719.621 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.99           ,0.007967452110527188   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-21,58.51,58.51,57.03,57.45,58.86    ,-1.41 ,-2.3955,439535.33 ,2529726.169 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,59.46           ,-0.010090817356205876  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-22,57.5 ,58.13,56.2 ,56.72,57.45    ,-0.73 ,-1.2707,368534.9  ,2104068.512 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,58.86           ,-0.02395514780835876   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-25,56.72,57.84,56.36,57.81,56.72    ,1.09  ,1.9217 ,351298.85 ,2012181.894 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,57.45           ,-0.012706701479547501  ,    ,       ,                     ,                  ,                     ,                     ,                  ,
000651.SZ,2019-11-26,58.21,58.76,57.85,58.54,57.81    ,0.73  ,1.2628 ,345754.8  ,2017689.992 ,    ,       ,                     ,                   ,                     ,                     ,                  ,                   ,56.72           ,0.019217207334273685   ,    ,       ,                     ,                  ,                     ,                     ,                  ,
